metadata,chem_id,similarity,name,dsstox_sid,dsstox_cid,casrn,mol_weight,smiles,jaccard_chm_pfas,fp_list,fp_bitstring
,DTXCID70714304,0.375,"N-{4-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-yl)oxy]phenyl}acetamide",DTXSID40763561,DTXCID70714304,111641-66-8,581.229,CC(=O)NC1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.375,"pfas_bond:COC_ether_alkenyl_C=CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+102
,DTXCID60575224,0.375,Pentadecafluoroheptyl 2-methylprop-2-enoate,DTXSID90624471,DTXCID60575224,96724-20-8,454.135,CC(=C)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.375,"pfas_bond:C(=O)O_carboxylicEster_acyclic_OCCF,pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_FCOC,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.10E+119
,DTXCID801776947,0.375,Perfluoro-2-sulfooctanoic acid,DTXSID301348187,DTXCID801776947,NOCAS_1348187,476.14,OC(=O)C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(O)(=O)=O,0.375,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C6_plus",1.00E+121
,DTXCID201079690,0.375,Perfluoroheptanesulfonate,DTXSID20892505,DTXCID201079690,146689-46-5,449.11,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.375,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID001511125,0.375,Perfluoronon-1-enoxybenzene,DTXSID101026931,DTXCID001511125,NOCAS_1026931,524.177,FC(OC1=CC=CC=C1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.375,"pfas_bond:COC_ether_alkenyl_C=CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+102
,DTXCID701777273,0.375,Perfluorononanoic acid 2-(2-sulfamoyl-benzothiazol-6-yloxy)-ethyl ester,DTXSID401348504,DTXCID701777273,NOCAS_1348504,720.37,NS(=O)(=O)C1=NC2=CC=C(OCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C2S1,0.375,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+120
,DTXCID401777286,0.375,Perfluorononanoic acid 2-(4-sulfamoyl-phenyl)-ethyl ester,DTXSID101348517,DTXCID401777286,NOCAS_1348517,647.3,NS(=O)(=O)C1=CC=C(CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.375,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+120
,DTXCID701517429,0.375,Perfluorotriheptyl amine,DTXSID801032424,DTXCID701517429,1127427-75-1,1121.166,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.375,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:CN_amine_aliphatic_generic_CF,pfas_bond:CN_amine_ter-N_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID501021719,0.375,Potassium 11H-perfluoroundecanoate,DTXSID60880123,DTXCID501021719,307-71-1,584.193,[K+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,0.375,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:polyF_cap_CHF2CF",1.00E+121
,DTXCID6042783,0.375,Potassium perfluoroheptanesulfonate,DTXSID9069392,DTXCID6042783,60270-55-5,488.21,[K+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.375,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID50287708,0.375,Prop-2-en-1-yl heptadecafluorononanoate,DTXSID00336619,DTXCID50287708,117374-33-1,504.143,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC=C,0.375,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+120
,DTXCID40652128,0.375,Propan-2-yl heptadecafluorononanoate,DTXSID20701380,DTXCID40652128,70910-41-7,506.159,CC(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.375,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+120
,DTXCID001325275,0.375,Propyl perfluorononanoate,DTXSID10895762,DTXCID001325275,99156-01-1,506.159,CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.375,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+120
,DTXCID001764289,0.375,"Sodium hydrogen (4-{[(1E)-1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoronon-1-en-1-yl]oxy}benzyl)phosphonate",DTXSID301334803,DTXCID001764289,NOCAS_1334803,640.164,[Na+].OP([O-])(=O)CC1=CC=C(O\C(F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.375,"pfas_bond:COC_ether_alkenyl_C=CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+102
,DTXCID401022607,0.375,"Sodium hydrogen {4-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluoronon-1-en-1-yl)oxy]benzyl}phosphonate",DTXSID601334802,DTXCID401022607,NOCAS_1334802,640.164,[Na+].OP([O-])(=O)CC1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.375,"pfas_bond:COC_ether_alkenyl_C=CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+102
,DTXCID601517640,0.375,Sodium perfluoroheptane sulfonate,DTXSID401032634,DTXCID601517640,21934-50-9,472.1,[Na+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.375,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID001517947,0.375,Tetraethylammonium perfluoroheptane sulfonate,DTXSID201032921,DTXCID001517947,439863-97-5,579.37,CC[N+](CC)(CC)CC.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.375,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID801518432,0.375,Triethylammonium perfluoroheptane sulfonate,DTXSID501033528,DTXCID801518432,72033-40-0,551.31,CC[NH+](CC)CC.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.375,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID901022569,0.375,"{4-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-yl)oxy]benzyl}phosphonic acid",DTXSID901334801,DTXCID901022569,NOCAS_1334801,618.183,OP(O)(=O)CC1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.375,"pfas_bond:COC_ether_alkenyl_C=CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+102
,DTXCID90757455,0.375,"{4-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoronon-1-en-1-yl)oxy]phenyl}methanol",DTXSID10806712,DTXCID90757455,62623-09-0,554.203,OCC1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.375,"pfas_bond:COC_ether_alkenyl_C=CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+102
,DTXCID401519452,0.363636364,3-Chloro-perfluoroundecanoic acid,DTXSID201034965,DTXCID401519452,NOCAS_1034965,580.55,OC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:X[notF]_CFCX_Cl,pfas_bond:X[notF]_CFCX_generic,pfas_bond:X[notF]_CFX_Cl,pfas_bond:X[notF]_CFX_generic,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_nocap_C1_excl",1.00E+121
,DTXCID801777464,0.333333333,"(1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-1-Isopropenyl-5a,5b,8,8,11a-pentamethyl-9-(2,2,3,3-tetrafluoro-4-hydroxy-4-oxo-butanoyl)oxy-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",DTXSID501348688,DTXCID801777464,NOCAS_1348688,628.746,[H][C@]1(CC[C@@]2(CC[C@]3(C)[C@]([H])(CC[C@]4([H])[C@@]5(C)CC[C@]([H])(OC(=O)C(F)(F)C(F)(F)C(O)=O)C(C)(C)[C@]5([H])CC[C@@]34C)[C@@]12[H])C(O)=O)C(C)=C,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_nocap_C2_excl",1.00E+121
,DTXCID501777465,0.333333333,"(1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-(2,2,3,3,4,4-Hexafluoro-5-hydroxy-5-oxo-pentanoyl)oxy-1-isopropenyl-5a,5b,8,8,11a-pentamethyl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",DTXSID201348689,DTXCID501777465,NOCAS_1348689,678.753,[H][C@]1(CC[C@@]2(CC[C@]3(C)[C@]([H])(CC[C@]4([H])[C@@]5(C)CC[C@]([H])(OC(=O)C(F)(F)C(F)(F)C(F)(F)C(O)=O)C(C)(C)[C@]5([H])CC[C@@]34C)[C@@]12[H])C(O)=O)C(C)=C,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_nocap_C3_excl",1.00E+121
,DTXCID6047022,0.333333333,(3-(Ethyl((pentadecafluoroheptyl)sulfonyl)amino)propyl)-Phosphonic acid,DTXSID0072354,DTXCID6047022,71463-79-1,599.25,CCN(CCCP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID6047024,0.333333333,(3-(Ethyl((perfluoroheptyl)sulfonyl)amino)propyl)phosphonic acid diethyl ester,DTXSID0072356,DTXCID6047024,71463-81-5,655.36,CCOP(=O)(CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID801326839,0.333333333,"(3β,5α)-Cholestan-3-ol 2,3,3,4,4,5,5,6,6,7,7,8,8,8-tetradecafluorooctanoate",DTXSID90897486,DTXCID801326839,123613-18-3,766.745,[H]C(C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)C([H])(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus",1.00E+114
,DTXCID101473845,0.333333333,(8-Pentafluoro(5)sulfide)-perfluorooctanoic acid,DTXSID101015594,DTXCID101473845,2269495-20-5,522.12,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C~Z_CF2CF2-Z,pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:F~Z_heteroatom,pfas_bond:F~Z_heteroatom_S,pfas_bond:F~Z_heteroatom_SF,pfas_chain:perF-linear_C7_plus",1.00E+121
,DTXCID801510795,0.333333333,(Perfluoroheptyl)(sulfonylamino)acetic acid,DTXSID301026644,DTXCID801510795,1003194-00-0,507.17,OC(=O)CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID501510796,0.333333333,"1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-Pentadecafluoro-N-(2-hydroxyethyl)heptane-1-sulfonamide",DTXSID001026645,DTXCID501510796,167398-54-1,493.19,OCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID401511234,0.333333333,"1,4,5,5,6,6-Hexafluorocyclohex-2-ene-1-carboxylate",DTXSID001027029,DTXCID401511234,NOCAS_1027029,233.09,[O-]C(=O)C1(F)C=CC(F)C(F)(F)C1(F)F,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_ring:generic_CF",1.00E+121
,DTXCID6039346,0.333333333,1-Bromopentadecafluoroheptane,DTXSID9059919,DTXCID6039346,375-88-2,448.957,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0.333333333,"pfas_bond:X[notF]_CFCX_Br,pfas_bond:X[notF]_CFCX_generic,pfas_bond:X[notF]_CFX_Br,pfas_bond:X[notF]_CFX_generic,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.01E+75
,DTXCID80819192,0.333333333,1-Chloroperfluoroheptane,DTXSID50871525,DTXCID80819192,375-89-3,404.5,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.333333333,"pfas_bond:X[notF]_CFCX_Cl,pfas_bond:X[notF]_CFCX_generic,pfas_bond:X[notF]_CFX_Cl,pfas_bond:X[notF]_CFX_generic,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.10E+74
,DTXCID70333079,0.333333333,"1-Iodo-1H,1H-perfluorooctane",DTXSID40382054,DTXCID70333079,10258-49-8,509.985,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,0.333333333,"pfas_bond:X[notF]_CFCX_generic,pfas_bond:X[notF]_CFCX_I,pfas_chain:FT_n1_hetero,pfas_chain:FT_n1_X,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.10E+73
,DTXCID90244774,0.333333333,"1-phenylpiperazine; 2,2,3,3,4,4,5,5,6,6,6-undecafluorohexanoic acid",DTXSID20293634,DTXCID90244774,985-60-4,476.29,C1CN(CCN1)C1=CC=CC=C1.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_cap_C5_excl",1.00E+121
,DTXCID601779107,0.333333333,11beta-Hydroxysaxitoxin bis(trifluoroacetate),DTXSID001046130,DTXCID601779107,1923856-43-2,743.368,OC(=O)C(F)(F)C(F)(F)C(F)(F)F.OC(=O)C(F)(F)C(F)(F)C(F)(F)F.[H][C@@]12N=C(N)N[C@]11N(C[C@H](O)C1(O)O)C(N)=N[C@H]2COC(N)=O,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_cap_C3_excl",1.00E+121
,DTXCID90107214,0.333333333,"1H,1H-Perfluorooctylamine",DTXSID50184723,DTXCID90107214,307-29-9,399.103,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:CN_amine_aliphatic_generic_CF,pfas_bond:CN_amine_pri-NH2_alkyl_CF,pfas_chain:FT_n1_hetero,pfas_chain:FT_n1_N,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.10E+110
,DTXCID80623655,0.333333333,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctan-1-amine--hydrogen chloride (1/1)",DTXSID80672906,DTXCID80623655,5678-75-1,435.56,Cl.NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:CN_amine_aliphatic_generic_CF,pfas_bond:CN_amine_pri-NH2_alkyl_CF,pfas_chain:FT_n1_hetero,pfas_chain:FT_n1_N,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.10E+110
,DTXCID501325232,0.333333333,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluorononanamide",DTXSID80895719,DTXCID501325232,82854-34-0,463.094,NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C(=O)N_carboxamide_generic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:NC=O_aminocarbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+123
,DTXCID101510849,0.333333333,"2,2,3,3,4,4,5,5,6,6-Decafluorooctanoic acid",DTXSID801026699,DTXCID101510849,NOCAS_1026699,324.118,CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_nocap_C5_excl",1.00E+121
,DTXCID10736808,0.333333333,"2,2,3,3,4,4,5-Heptafluorononanoic acid",DTXSID10786065,DTXCID10736808,498543-97-8,284.174,CCCCC(F)C(F)(F)C(F)(F)C(F)(F)C(O)=O,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_nocap_C3_excl",1.00E+121
,DTXCID201838933,0.333333333,"2,2,3,3,4,4-hexafluoropentanoic acid",DTXSID501359063,DTXCID201838933,741186-06-1,210.075,CC(F)(F)C(F)(F)C(F)(F)C(O)=O,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_nocap_C3_excl",1.00E+121
,DTXCID301511093,0.333333333,"2,2,3,3,4-Pentafluorooctanoic acid",DTXSID701026903,DTXCID301511093,NOCAS_1026903,234.166,CCCCC(F)C(F)(F)C(F)(F)C(O)=O,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_nocap_C2_excl",1.00E+121
,DTXCID90548603,0.333333333,"2,2,3,3-Tetrafluorobutanoic acid",DTXSID00597844,DTXCID90548603,917951-61-2,160.068,CC(F)(F)C(F)(F)C(O)=O,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_nocap_C2_excl",1.00E+121
,DTXCID201507542,0.333333333,"2,2,3-Trifluoro-3-methylbutanoic acid",DTXSID401023205,DTXCID201507542,1785396-76-0,156.104,CC(C)(F)C(F)(F)C(O)=O,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_nocap_C1_excl",1.00E+121
,DTXCID00548513,0.333333333,"2,2,3-Trifluorobutanedioic acid",DTXSID50597753,DTXCID00548513,664-66-4,172.059,OC(=O)C(F)C(F)(F)C(O)=O,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_nocap_C1_excl",1.00E+121
,DTXCID501507541,0.333333333,"2,2,3-Ttrifluoro-4-methylpentanoic acid",DTXSID701023204,DTXCID501507541,1785109-13-8,170.131,CC(C)C(F)C(F)(F)C(O)=O,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_nocap_C1_excl",1.00E+121
,DTXCID10646413,0.333333333,"2,3,3,3-Tetrafluoro-2-methylpropanoic acid",DTXSID70695664,DTXCID10646413,917951-59-8,160.068,CC(F)(C(O)=O)C(F)(F)F,0.333333333,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_cap_C1_excl",1.00E+121
