metadata,chem_id,similarity,name,dsstox_sid,dsstox_cid,casrn,mol_weight,smiles,jaccard_chm_pfas,fp_list,fp_bitstring
,DTXCID601520871,0.25,(2‐Carboxyethyl)dimethyl[3-(perfluorotetradecyl)‐2‐hydroxypropyl]azanium,DTXSID101036782,DTXCID601520871,NOCAS_1036782,894.335,C[N+](C)(CCC(O)=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID001325144,0.25,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl)phosphinic acid",DTXSID00895630,DTXCID001325144,731858-15-4,612.118,OP(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:FT_n2_hetero,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+50
,DTXCID301325179,0.25,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl)phosphonic acid",DTXSID10895666,DTXCID301325179,252237-39-1,628.117,OP(O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:FT_n2_hetero,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+50
,DTXCID701326193,0.25,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Pentacosafluorotetradecyl)phosphonic acid",DTXSID00896703,DTXCID701326193,147290-12-8,728.133,OP(O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:FT_n2_hetero,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+50
,DTXCID801520796,0.25,"(4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,20,20,21,21,21‐Heptatriacontafluoro‐2‐hydroxyhenicosyl)trimethylazanium",DTXSID301036714,DTXCID801520796,NOCAS_1036714,1036.33,C[N+](C)(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID40895831,0.25,(Heptadecafluorooctyl)phenyliodonium,DTXSID301026725,DTXCID40895831,NOCAS_1026725,623.071,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[I+]C1=CC=CC=C1,0.25,"pfas_bond:X[notF]_CFCX_generic,pfas_bond:X[notF]_CFCX_I,pfas_bond:X[notF]_CFX_generic,pfas_bond:X[notF]_CFX_I,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus",1.10E+73
,DTXCID70106962,0.25,(Perfluorodecyl)ethylene,DTXSID60184471,DTXCID70106962,30389-25-4,546.122,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,0.25,"pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+63
,DTXCID501510815,0.25,"(Perfluorodecyl)methane-1,1-diol",DTXSID901026666,DTXCID501510815,NOCAS_1026666,566.109,OC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_generic_OCCF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+99
,DTXCID50333097,0.25,(Perfluorododecyl)ethylene,DTXSID20382072,DTXCID50333097,67103-05-3,646.138,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,0.25,"pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+63
,DTXCID001510696,0.25,(Perfluorohexadecyl)hexadecene,DTXSID101026529,DTXCID001510696,1244062-14-3,1042.547,CCCCCCCCCCCCCC\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+63
,DTXCID301022335,0.25,"1,1'-(Oxybis((1-methylethylene)oxy))bis(3-(perfluorododecyl)propan-2-ol)",DTXSID40881017,DTXCID301022335,93776-00-2,1486.503,CC(COCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC(C)COCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID001022336,0.25,"1,1'-[Oxybis[(1-methyl-2,1-ethanediyl)oxy]]bis[3-(perfluorodecyl)propan-2-ol]",DTXSID00881018,DTXCID001022336,93776-01-3,1286.472,CC(COCC(C)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID40567425,0.25,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,15,15-Hentriacontafluoropentadecane",DTXSID50616670,DTXCID40567425,66826-88-8,770.123,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus,pfas_chain:polyF_cap_CHF2CF",1.11E+35
,DTXCID501324858,0.25,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14-Nonacosafluorotetradecane",DTXSID50895342,DTXCID501324858,66577-33-1,720.116,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus,pfas_chain:polyF_cap_CHF2CF",1.11E+35
,DTXCID00567426,0.25,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13-Heptacosafluorotridecane",DTXSID10616671,DTXCID00567426,423-66-5,670.108,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus,pfas_chain:polyF_cap_CHF2CF",1.11E+35
,DTXCID501324808,0.25,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Henicosafluoro-13-iodotridecane",DTXSID40895290,DTXCID501324808,541547-94-8,688.062,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCI,0.25,"pfas_chain:FT_n3_hetero,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+43
,DTXCID701837261,0.25,"1,1,2,2-tetrafluoro-2-({1,1,1,2,3,3,4,4-octafluoro-4-[(trifluoroethenyl)oxy]butan-2-yl}oxy)ethane-1-sulfonic acid",DTXSID401357488,DTXCID701837261,NOCAS_1357488,494.13,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)C(F)(F)OC(F)=C(F)F,0.25,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_diether_FCOC(F)C(F)C(F)OC,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_alkenyl_C=CF,pfas_bond:COC_ether_alkenyl_OCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_nocap_C2_excl",1.00E+118
,DTXCID601511280,0.25,"1,1,2-Trifluoro-2-(1,1,2,2,3,3,3-heptafluoropropoxy)ethanesulfonate",DTXSID301027078,DTXCID601511280,NOCAS_1027078,347.1,[O-]S(=O)(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C3_excl,pfas_chain:perF-linear_nocap_C1_excl",1.00E+118
,DTXCID401510824,0.25,"1,1,2-Trifluoro-2-(pentafluoroethoxy)ethanesulfonate",DTXSID101026674,DTXCID401510824,880084-69-5,297.1,[O-]S(=O)(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)F,0.25,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C2_excl,pfas_chain:perF-linear_nocap_C1_excl",1.00E+118
,DTXCID301333867,0.25,"1,1,2-Trifluoro-2-(trifluoromethoxy)ethane-1-sulfonic acid",DTXSID20904753,DTXCID301333867,905363-45-3,248.1,OS(=O)(=O)C(F)(F)C(F)OC(F)(F)F,0.25,"pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_nocap_C1_excl",1.00E+103
,DTXCID201549647,0.25,"1,20-Bis(1-methylethyl) 7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14-hexadecafluoroeicosanedioate",DTXSID701118083,DTXCID201549647,914636-01-4,714.528,CC(C)OC(=O)CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCC(=O)OC(C)C,0.25,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus",1.10E+35
,DTXCID901022438,0.25,1-((3-(Dimethylamino)propyl)amino)-(3-(perfluorodecyl))propan-2-ol,DTXSID20881151,DTXCID901022438,94159-80-5,678.329,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID201022437,0.25,1-((3-(Dimethylamino)propyl)amino)-(3-(perfluorododecyl))propan-2-ol,DTXSID60881150,DTXCID201022437,94159-79-2,778.345,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID101520769,0.25,1-(Dimethylamino)-3-(perfluorodecyl)propan-2-ol,DTXSID501036689,DTXCID101520769,80244-65-1,621.233,CN(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID401520770,0.25,1-(Dimethylamino)-3-(perfluorododecyl)propan-2-ol,DTXSID201036692,DTXCID401520770,80234-00-0,721.249,CN(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID001520780,0.25,1-(Dimethylamino)-3-(perfluorohexadecyl)propan-2-ol,DTXSID601036694,DTXCID001520780,NOCAS_1036694,921.28,CN(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID701520781,0.25,1-(Dimethylamino)-3-(perfluorooctadecyl)propan-2-ol,DTXSID301036695,DTXCID701520781,NOCAS_1036695,1021.296,CN(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID001520778,0.25,1-(Dimethylamino)-3-(perfluorotetradecyl)propan-2-ol,DTXSID901036693,DTXCID001520778,NOCAS_1036693,821.265,CN(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID401325089,0.25,1-(Perfluorodecanyl)hexadec-1-ene,DTXSID00895574,DTXCID401325089,1244062-18-7,742.5,CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+63
,DTXCID301325117,0.25,1-(Perfluorododecyl)-hexadec-1-ene,DTXSID70895602,DTXCID301325117,1151525-71-1,842.516,CCCCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+63
,DTXCID301519116,0.25,10:2 Fluorotelomer sulfide (1-methanol 2-methanol) propanoate,DTXSID601034593,DTXCID301519116,NOCAS_1034593,712.31,OCC(SCCC(O)=O)C(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_pri-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+98
,DTXCID401517618,0.25,11:2 Fluorotelomer carboxylic acid,DTXSID001032606,DTXCID401517618,1270180-21-6,628.128,OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:FT_n1_C=O,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C11_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+59
,DTXCID701510728,0.25,12:2 Fluorotelomer carboxylic acid,DTXSID601026550,DTXCID701510728,70887-93-3,678.136,OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:FT_n1_C=O,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+59
,DTXCID601519115,0.25,12:2 fluorotelomer sulfide (1-methanol 2-methanol) propanoic acid,DTXSID901034592,DTXCID601519115,NOCAS_1034592,812.33,OCC(SCCC(O)=O)C(CO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_pri-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+98
,DTXCID901519140,0.25,13:2 Fluorotelomer carboxylic acid,DTXSID501034607,DTXCID901519140,NOCAS_1034607,728.144,OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:FT_n1_C=O,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+59
,DTXCID601519141,0.25,14:2 Fluorotelomer carboxylic acid,DTXSID101034617,DTXCID601519141,NOCAS_1034617,778.152,OC(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_chain:FT_n1_C=O,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+59
,DTXCID501520785,0.25,1‐(Methylamino)-3-(perfluorodecyl)propan‐2‐ol,DTXSID601036701,DTXCID501520785,NOCAS_1036701,607.206,CNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID201520786,0.25,1‐(Methylamino)-3-(perfluorododecyl)propan‐2‐ol,DTXSID301036702,DTXCID201520786,NOCAS_1036702,707.222,CNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
,DTXCID901520787,0.25,1‐(Methylamino)-3-(perfluorohexadecyl)propan‐2‐ol,DTXSID701036704,DTXCID901520787,NOCAS_1036704,907.253,CNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.25,"pfas_bond:COH_alcohol_sec-alkyl_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+97
