metadata,chem_id,similarity,name,dsstox_sid,dsstox_cid,casrn,mol_weight,smiles,jaccard_chm_pfas,fp_list,fp_bitstring
,DTXCID70815744,0.363636364,"N-Ethyl-1,1,2,2,3,3,4,4,5,5,6,6,7,7,7-pentadecafluoro-N-[2-(2-hydroxyethoxy)ethyl]-1-heptanesulfonamide",DTXSID90867568,DTXCID70815744,958832-96-7,565.29,CCN(CCOCCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID101519853,0.363636364,"N-Ethyl-3-{ethyl[(perfluoroheptyl)sulfonyl]amino}-N,N-dimethyl-1-propanaminium",DTXSID801035509,DTXCID101519853,NOCAS_1035509,591.4,CCN(CCC[N+](C)(C)CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID1046396,0.363636364,N-Ethyl-N-((pentadecafluoroheptyl)sulphonyl)glycine,DTXSID6071908,DTXCID1046396,68957-63-1,535.22,CCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID7045784,0.363636364,N-Ethyl-N-(3-(trimethoxysilyl)propyl)perfluoroheptane-1-sulfonamide,DTXSID0071334,DTXCID7045784,68239-75-8,639.45,CCN(CCC[Si](OC)(OC)OC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID5045257,0.363636364,N-Ethyl-N-2-propenylperfluoroheptanesulfonamide,DTXSID4070829,DTXCID5045257,67906-41-6,517.25,CCN(CC=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID7045283,0.363636364,N-Ethyl-N-[2-(phosphonooxy)ethyl]perfluoroheptanesulfonamide,DTXSID1070854,DTXCID7045283,67923-61-9,601.22,CCN(CCOP(O)(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID1046132,0.363636364,N-Ethyl-pentadecafluoro-N-(2-hydroxyethyl)-1-heptanesulfonamide,DTXSID1071662,DTXCID1046132,68555-73-7,521.24,CCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID6046395,0.363636364,N-Ethylpentadecafluoro-1-heptanesulfonamide,DTXSID1071907,DTXCID6046395,68957-62-0,477.19,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID8045808,0.363636364,N-Methyl-perfluoro-1-heptanesulfonamide,DTXSID8071358,DTXCID8045808,68259-14-3,463.16,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID801079729,0.363636364,N-[3-(Dimethylamino)propyl]-N-[(pentadecafluoroheptyl)sulfonyl]-beta-alanine,DTXSID40892547,DTXCID801079729,1432486-91-3,606.35,CN(C)CCCN(CCC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID4044905,0.363636364,N-ethyl-N-[3-(trichlorosilyl)propyl]perfluoroheptanesulfonamide,DTXSID2070502,DTXCID4044905,67584-50-3,652.7,CCN(CCC[Si](Cl)(Cl)Cl)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID101778661,0.363636364,N-trimethylammoniopropyl perfluoroheptanesulfonamide,DTXSID101349634,DTXCID101778661,NOCAS_1349634,548.31,C[N+](C)(C)CCC[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID101765347,0.363636364,"N1,N1,N4,N4-Tetramethyl-N1,N4-bis[3-[[(perfluoroheptyl)sulfonyl]amino]propyl]-1,4-butanediaminium bromide (1:2)",DTXSID701335558,DTXCID101765347,2098179-96-3,1284.48,[Br-].[Br-].C[N+](C)(CCCC[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID6046135,0.363636364,Pentadecafluoro-N-(2-hydroxyethyl)-N-methyl-1-heptanesulfonamide,DTXSID6071665,DTXCID6046135,68555-76-0,507.21,CN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID7076311,0.363636364,Perfluoro(pentadecaoxypropylene)oxyethylene,DTXSID20153820,DTXCID7076311,122998-72-5,2610.358,OOOOOOOOOOOOOOOC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID601777199,0.363636364,Perfluoro-1-decanethiol,DTXSID301348432,DTXCID601777199,NOCAS_1348432,552.14,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID10583516,0.363636364,Perfluoro-3-sulfopropanoic acid,DTXSID00632764,DTXCID10583516,83071-04-9,226.1,OC(=O)C(F)(F)C(F)(F)S(O)(=O)=O,0.363636364,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C~Z_CF2CF2-Z,pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_nocap_C2_excl",1.00E+121
,DTXCID80497494,0.363636364,Perfluoro-4-(fluorosulfonyl)butanoic acid,DTXSID40546710,DTXCID80497494,83071-25-4,276.11,OC(=O)C(F)(F)C(F)(F)C(F)(F)S(O)(=O)=O,0.363636364,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C~Z_CF2CF2-Z,pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_nocap_C3_excl",1.00E+121
,DTXCID901766775,0.363636364,Perfluorobut-3-ene-1-sulfonic acid,DTXSID701336568,DTXCID901766775,NOCAS_1336568,262.1,OS(=O)(=O)C(F)(F)C(F)(F)C(F)=C(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_nocap_C2_excl",1.00E+118
,DTXCID101777120,0.363636364,Perfluorodecyltrichlorosilane,DTXSID101348355,DTXCID101777120,NOCAS_1348355,653.51,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[Si](Cl)(Cl)Cl,0.363636364,"pfas_atom:element_metal_metalloid_CF,pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+128
,DTXCID101776796,0.363636364,Perfluorododecanethiol,DTXSID701348046,DTXCID101776796,NOCAS_1348046,652.16,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID101510794,0.363636364,Perfluoroheptane sulfonamide,DTXSID601026643,DTXCID101510794,82765-77-3,449.13,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID4044909,0.363636364,Perfluoroheptane sulfonamido amine,DTXSID2070506,DTXCID4044909,67584-54-7,534.28,CN(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID101837756,0.363636364,Perfluorononanoic anhydride,DTXSID201358016,DTXCID101837756,228407-54-3,910.141,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C(=O)O_carboxylicEster_acyclic_OCCF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.10E+120
,DTXCID3044916,0.363636364,Potassium N-ethyl-N-((pentadecafluoroheptyl)sulphonyl)glycinate,DTXSID1070513,DTXCID3044916,67584-62-7,573.31,[K+].CCN(CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID401314747,0.363636364,"Sodium 1H,1H,2H,2H-perfluorodecylphosphate",DTXSID90892991,DTXCID401314747,130771-95-8,566.082,[Na+].OP([O-])(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_O,pfas_chain:FT_n2_OP,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.01E+50
,DTXCID901021985,0.363636364,Sodium 2-((pentadecafluoroheptylsulphonylamino)methyl)benzenesulphonate,DTXSID30880610,DTXCID901021985,68299-29-6,641.3,[Na+].[H]N(CC1=CC=CC=C1S([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID801519559,0.363636364,"Sodium 4-[(1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-nonadecafluoro-1-decen-1-yl)oxy]benzenesulfonate",DTXSID701035106,DTXCID801519559,NOCAS_1035106,676.22,[Na+].[O-]S(=O)(=O)C1=CC=C(OC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.363636364,"pfas_bond:COC_ether_alkenyl_C=CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.00E+102
,DTXCID1046130,0.363636364,Sodium N-ethyl-N-((pentadecafluoroheptyl)sulphonyl)glycinate,DTXSID1071660,DTXCID1046130,68555-71-5,557.21,[Na+].CCN(CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID401314761,0.363636364,"Sodium bis(1H,1H,2H,2H-perfluorodecyl)phosphate",DTXSID30892995,DTXCID401314761,114519-85-6,1012.189,[Na+].[O-]P(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_O,pfas_chain:FT_n2_OP,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.01E+50
,DTXCID401325134,0.363636364,Triethoxy(henicosafluorodecyl)silane,DTXSID40895619,DTXCID401325134,254095-33-5,682.344,CCO[Si](OCC)(OCC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_atom:element_metal_metalloid_CF,pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+128
,DTXCID701021989,0.363636364,Trimethyl-3-(((pentadecafluoroheptyl)sulphonyl)amino)propylammonium chloride,DTXSID30880615,DTXCID701021989,68555-81-7,584.77,[Cl-].[H]N(CCC[N+](C)(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID90549817,0.363636364,Tris[2-(perfluorooctyl)ethyl] phosphate,DTXSID30599058,DTXCID90549817,149790-22-7,1436.314,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_O,pfas_chain:FT_n2_OP,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.01E+50
,DTXCID901518116,0.363636364,[N-Methyl(perfluoroheptane-1-sulfonyl)amino]acetic acid,DTXSID801033084,DTXCID901518116,1910057-77-0,521.2,CN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID401517844,0.363636364,"[N-[(Perfluoroheptylsulfonamido)propyl]-N,N-dimethylammonio]propionate inner salt",DTXSID901032827,DTXCID401517844,34522-08-2,606.35,C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC([O-])=O,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID801519642,0.363636364,{(2-Carboxyethyl)[(perfluoroheptyl)sulfonyl]amino}-3-betaine,DTXSID701035201,DTXCID801519642,NOCAS_1035201,664.38,C[N+](C)(CCCN(CCC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID801519535,0.363636364,{(Carboxymethyl)[(perfluoroheptyl)sulfonyl]amino}-3-betaine,DTXSID201035070,DTXCID801519535,NOCAS_1035070,650.36,C[N+](C)(CCCN(CC(O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID801764295,0.363636364,{4-[(Nonadecafluorononyl)oxy]benzyl}phosphonic acid,DTXSID101334807,DTXCID801764295,684206-96-0,656.179,OP(O)(=O)CC1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_excl_mod,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID901519471,0.363636364,{[(Perfluoroheptyl)sulfonyl]amino}-3-betaine,DTXSID701034984,DTXCID901519471,NOCAS_1034984,592.32,C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,0.363636364,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)N_sulfonylamide_SCF,pfas_bond:S~N_generic_CF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID101526555,0.357142857,Perfluorohexylperfluorodecyl phosphinic acid,DTXSID401032608,DTXCID101526555,1240600-40-1,902.101,OP(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.357142857,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:P=O_phosphorus_oxo_CF,pfas_bond:PC_phosphorus_organo_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C10_excl_mod,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
