Group,Mouse.ID,Sex,PFOA,PFOS,PFBA,PFPeA,PFHxA,PFHpA,PFNA,PFDA,PFUdA,PFDoA,PFTrDA,PFTeDA,PFBS,PFPeS,PFHxS,PFHpS,PFNS,PFDS,X4_2.FTS,X6_2_FTS,X8_2.FTS,N.MeFOSAA,N.EtFOSAA,FOSA
PFOS 0.166,MS115,Male,0.078,113.0633052,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.409171152,1.374039229,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.166,MS116,Male,0.078,104.1848626,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.344889665,1.209828966,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.166,MS117,Male,0.078,118.431439,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.27672756,1.363235109,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.166,MS118,Male,0.078,107.3801773,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.23168649,1.300607573,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.166,MS119,Male,0.078,116.4074965,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.197997003,1.353164724,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.166,MS120,Male,0.078,103.4964378,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.266836131,1.124019608,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.5,MS121,Male,0.078,319.9750697,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.897337347,4.192533151,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.5,MS122,Male,0.078,314.5205675,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.846921753,4.113358637,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.5,MS123,Male,0.078,333.474778,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.765333245,4.30106629,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.5,MS124,Male,0.078,307.7313254,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.73286239,4.448416768,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.5,MS125,Male,0.078,277.8344492,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.530844635,3.382891223,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.5,MS126,Male,0.078,300.3639433,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,1.100099804,4.700228123,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.5,MS127,Male,0.078,335.2876087,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.444835515,3.65204677,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 0.5,MS128,Male,0.078,319.3097634,0.039,0.0425,0.0575,0.0235,0.0765,0.103,0.037,0.0575,0.0525,0.056,0.075,0.1265,0.557428544,3.886038404,0.082,0.131,0.037,0.138,0.1355,0.1455,0.0855,0.0515
PFOS 1,MS129,Male,0.3905,501.5390735,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.633765406,6.721237228,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1,MS130,Male,0.3905,565.2124867,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,2.029538034,8.924833938,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1,MS131,Male,0.3905,538.9996908,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,2.14671164,8.620613695,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1,MS132,Male,0.3905,488.9706162,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.524386639,6.805292653,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1,MS133,Male,0.3905,513.7669389,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.014583245,6.020551625,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1,MS134,Male,0.3905,575.504636,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.322116465,7.820327348,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1,MS135,Male,3.989541005,585.0896741,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.269717839,7.427793902,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1,MS136,Male,0.3905,575.3103651,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.402231872,7.039945681,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1.5,MS137,Male,0.3905,759.8560826,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,2.472053951,10.85783274,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1.5,MS138,Male,0.3905,705.0786343,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,2.201955866,10.41415728,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1.5,MS139,Male,0.3905,716.0729443,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.93776008,11.298176,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1.5,MS140,Male,0.3905,770.9302442,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,2.34351491,11.01421162,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1.5,MS141,Male,0.3905,749.3934605,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.848835327,10.4816374,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1.5,MS142,Male,0.3905,784.6457798,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,2.061492701,11.29740566,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1.5,MS143,Male,0.3905,755.1228393,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.996786388,10.67061549,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
PFOS 1.5,MS144,Male,0.3905,747.7784639,0.196,0.213,0.2865,0.1165,0.383,0.515,0.186,0.2875,0.262,0.281,0.374,0.6315,1.875385309,10.12911505,0.411,0.6545,0.1845,0.6905,0.677,0.7275,0.427,0.2565
Naive,FN145,Female,2.46E-07,7.06E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,2.76E-07,2.66E-07,2.70E-07,4.35E-05,5.20E-05,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Naive,FN146,Female,2.61E-07,2.74E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,2.69E-07,3.63E-07,3.40E-07,1.14E-07,5.20E-05,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Naive,FN147,Female,1.98E-07,1.13E-05,6.95E-05,8.20E-05,6.90E-05,5.35E-05,2.29E-07,3.39E-07,3.73E-07,9.13E-08,5.20E-05,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Naive,FN148,Female,2.03E-07,5.84E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,2.46E-07,3.92E-07,3.95E-07,1.25E-07,1.14E-07,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Naive,FN149,Female,2.66E-07,2.68E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,3.62E-07,3.97E-07,3.26E-07,9.26E-08,5.20E-05,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Naive,FN150,Female,2.77E-07,2.95E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,3.16E-07,4.01E-07,4.34E-07,1.19E-07,1.29E-07,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Naive,FN151,Female,3.40E-07,4.10E-06,2.51E-07,8.20E-05,6.90E-05,5.35E-05,2.92E-07,3.85E-07,3.67E-07,9.54E-08,1.05E-07,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Naive,FN152,Female,2.19E-07,4.68E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,7.65E-05,1.99E-07,2.43E-07,9.57E-08,5.20E-05,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Vehicle,FV153,Female,6.08E-07,8.00E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,2.80E-07,3.44E-07,3.89E-07,4.35E-05,1.05E-07,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Vehicle,FV154,Female,6.57E-07,6.27E-06,6.95E-05,8.20E-05,2.00E-07,5.35E-05,3.49E-07,3.48E-07,3.02E-07,9.92E-08,5.20E-05,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Vehicle,FV155,Female,4.43E-07,6.39E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,2.56E-07,3.12E-07,3.77E-07,1.03E-07,1.06E-07,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Vehicle,FV156,Female,5.39E-07,3.69E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,3.02E-07,3.98E-07,4.34E-07,8.72E-08,1.22E-07,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Vehicle,FV157,Female,4.13E-07,2.34E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,2.44E-07,3.72E-07,3.69E-07,9.96E-08,5.20E-05,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Vehicle,FV158,Female,4.42E-07,2.63E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,2.49E-07,3.55E-07,3.76E-07,9.46E-08,5.20E-05,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Vehicle,FV159,Female,4.14E-07,3.97E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,2.44E-07,3.23E-07,3.02E-07,4.35E-05,5.20E-05,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
Vehicle,FV160,Female,4.43E-07,5.73E-06,6.95E-05,8.20E-05,6.90E-05,5.35E-05,2.89E-07,3.29E-07,3.88E-07,4.35E-05,5.20E-05,7.25E-05,0.000263,0.0001485,0.000379,0.0001255,0.000116,0.000101,0.0001055,0.000153,0.0001155,NA,NA,NA
